timestamp,container,cpu,mem
1757318993,backend_container,3.30%,121.3MiB / 7.724GiB
1757318993,elasticsearch_container,0.35%,1.056GiB / 7.724GiB
1757318993,postgres_container,0.01%,77.43MiB / 7.724GiB
1757319000,backend_container,2.66%,121.4MiB / 7.724GiB
1757319000,elasticsearch_container,0.29%,1.056GiB / 7.724GiB
1757319000,postgres_container,0.00%,77.33MiB / 7.724GiB
1757319008,backend_container,4.46%,121.2MiB / 7.724GiB
1757319008,elasticsearch_container,0.30%,1.056GiB / 7.724GiB
1757319008,postgres_container,0.00%,77.38MiB / 7.724GiB
