timestamp,container,cpu,mem
1757311047,cache_backend_container,1.43%,94.36MiB / 7.653GiB
1757311047,cache_postgres_container,1.54%,77MiB / 7.653GiB
1757311047,cache_redis_container,0.68%,9.703MiB / 7.653GiB
1757311055,cache_backend_container,1.30%,94.65MiB / 7.653GiB
1757311055,cache_postgres_container,0.00%,77.26MiB / 7.653GiB
1757311055,cache_redis_container,0.78%,9.703MiB / 7.653GiB
1757311062,cache_backend_container,1.17%,94.4MiB / 7.653GiB
1757311062,cache_postgres_container,0.00%,76.77MiB / 7.653GiB
1757311062,cache_redis_container,0.73%,9.703MiB / 7.653GiB
1757311070,cache_backend_container,1.23%,94.4MiB / 7.653GiB
1757311070,cache_postgres_container,0.00%,76.77MiB / 7.653GiB
1757311070,cache_redis_container,0.75%,9.953MiB / 7.653GiB
1757311077,cache_backend_container,0.59%,94.9MiB / 7.653GiB
1757311077,cache_postgres_container,0.00%,79.09MiB / 7.653GiB
1757311077,cache_redis_container,0.65%,9.469MiB / 7.653GiB
1757311085,cache_backend_container,1.23%,94.65MiB / 7.653GiB
1757311085,cache_postgres_container,0.02%,79.07MiB / 7.653GiB
1757311085,cache_redis_container,0.83%,9.453MiB / 7.653GiB
1757311093,cache_backend_container,1.31%,94.65MiB / 7.653GiB
1757311093,cache_postgres_container,0.00%,78.98MiB / 7.653GiB
1757311093,cache_redis_container,0.63%,9.453MiB / 7.653GiB
1757311100,cache_backend_container,1.34%,94.41MiB / 7.653GiB
1757311100,cache_postgres_container,0.00%,79.13MiB / 7.653GiB
1757311100,cache_redis_container,0.90%,9.703MiB / 7.653GiB
1757311108,cache_backend_container,1.29%,94.41MiB / 7.653GiB
1757311108,cache_postgres_container,1.39%,81.43MiB / 7.653GiB
1757311108,cache_redis_container,0.73%,9.469MiB / 7.653GiB
1757311115,cache_backend_container,1.34%,94.41MiB / 7.653GiB
1757311115,cache_postgres_container,1.06%,81.25MiB / 7.653GiB
1757311115,cache_redis_container,0.99%,9.703MiB / 7.653GiB
1757311123,cache_backend_container,1.03%,94.66MiB / 7.653GiB
1757311123,cache_postgres_container,0.00%,81.19MiB / 7.653GiB
1757311123,cache_redis_container,0.74%,9.953MiB / 7.653GiB
1757311131,cache_backend_container,1.06%,94.66MiB / 7.653GiB
1757311131,cache_postgres_container,0.01%,81.2MiB / 7.653GiB
1757311131,cache_redis_container,0.66%,9.703MiB / 7.653GiB
1757311138,cache_backend_container,1.22%,94.91MiB / 7.653GiB
1757311138,cache_postgres_container,0.00%,83.41MiB / 7.653GiB
1757311138,cache_redis_container,0.70%,9.703MiB / 7.653GiB
1757311146,cache_backend_container,1.37%,94.41MiB / 7.653GiB
1757311146,cache_postgres_container,0.00%,83.76MiB / 7.653GiB
1757311146,cache_redis_container,0.76%,9.703MiB / 7.653GiB
1757311153,cache_backend_container,1.01%,94.41MiB / 7.653GiB
1757311153,cache_postgres_container,0.00%,83.65MiB / 7.653GiB
1757311153,cache_redis_container,0.49%,9.703MiB / 7.653GiB
1757311161,cache_backend_container,0.59%,94.66MiB / 7.653GiB
1757311161,cache_postgres_container,0.02%,83.42MiB / 7.653GiB
1757311161,cache_redis_container,0.73%,9.703MiB / 7.653GiB
1757311169,cache_backend_container,1.48%,94.89MiB / 7.653GiB
1757311169,cache_postgres_container,0.00%,85.7MiB / 7.653GiB
1757311169,cache_redis_container,0.69%,9.703MiB / 7.653GiB
1757311176,cache_backend_container,1.33%,94.42MiB / 7.653GiB
1757311176,cache_postgres_container,0.00%,85.63MiB / 7.653GiB
1757311176,cache_redis_container,0.71%,9.703MiB / 7.653GiB
1757311184,cache_backend_container,0.93%,94.41MiB / 7.653GiB
1757311184,cache_postgres_container,2.52%,85.97MiB / 7.653GiB
1757311184,cache_redis_container,0.47%,9.703MiB / 7.653GiB
1757311191,cache_backend_container,0.91%,94.66MiB / 7.653GiB
1757311191,cache_postgres_container,0.00%,85.62MiB / 7.653GiB
