timestamp,container,cpu,mem
1757310073,cache_backend_container,1.46%,94.38MiB / 7.653GiB
1757310073,cache_postgres_container,4.82%,90.07MiB / 7.653GiB
1757310073,cache_redis_container,0.68%,9.707MiB / 7.653GiB
1757310080,cache_backend_container,8.26%,94.67MiB / 7.653GiB
1757310080,cache_postgres_container,9.62%,74.78MiB / 7.653GiB
1757310080,cache_redis_container,0.55%,9.715MiB / 7.653GiB
1757310088,cache_backend_container,6.22%,94.66MiB / 7.653GiB
1757310088,cache_postgres_container,6.99%,81.42MiB / 7.653GiB
1757310088,cache_redis_container,0.67%,9.465MiB / 7.653GiB
1757310096,cache_backend_container,6.08%,94.71MiB / 7.653GiB
1757310096,cache_postgres_container,6.93%,81.57MiB / 7.653GiB
1757310096,cache_redis_container,0.68%,9.48MiB / 7.653GiB
1757310103,cache_backend_container,7.41%,94.97MiB / 7.653GiB
1757310103,cache_postgres_container,7.06%,96.75MiB / 7.653GiB
1757310103,cache_redis_container,0.53%,9.715MiB / 7.653GiB
1757310111,cache_backend_container,6.62%,94.77MiB / 7.653GiB
1757310111,cache_postgres_container,7.65%,96.85MiB / 7.653GiB
1757310111,cache_redis_container,0.50%,9.719MiB / 7.653GiB
1757310118,cache_backend_container,6.08%,95.5MiB / 7.653GiB
1757310118,cache_postgres_container,4.82%,110.1MiB / 7.653GiB
1757310118,cache_redis_container,0.41%,9.715MiB / 7.653GiB
1757310126,cache_backend_container,7.81%,95.63MiB / 7.653GiB
1757310126,cache_postgres_container,5.20%,41.4MiB / 7.653GiB
1757310126,cache_redis_container,0.64%,9.465MiB / 7.653GiB
1757310134,cache_backend_container,6.58%,95.16MiB / 7.653GiB
1757310134,cache_postgres_container,6.74%,50.23MiB / 7.653GiB
1757310134,cache_redis_container,0.66%,9.715MiB / 7.653GiB
1757310141,cache_backend_container,6.31%,95.2MiB / 7.653GiB
1757310141,cache_postgres_container,4.54%,57.05MiB / 7.653GiB
1757310141,cache_redis_container,0.67%,9.465MiB / 7.653GiB
1757310149,cache_backend_container,7.97%,95.03MiB / 7.653GiB
1757310149,cache_postgres_container,6.72%,73.41MiB / 7.653GiB
1757310149,cache_redis_container,0.57%,9.715MiB / 7.653GiB
1757310156,cache_backend_container,6.62%,95.18MiB / 7.653GiB
1757310156,cache_postgres_container,7.88%,54.86MiB / 7.653GiB
1757310156,cache_redis_container,0.60%,9.48MiB / 7.653GiB
