timestamp,container,cpu,mem
1757306151,proxy_nginx_container,0.00%,12.94MiB / 7.724GiB
1757306151,proxy_backend_container,2.03%,112.7MiB / 7.724GiB
1757306151,proxy_postgres_container,0.00%,46.75MiB / 7.724GiB
1757306158,proxy_nginx_container,0.00%,12.98MiB / 7.724GiB
1757306158,proxy_backend_container,1.55%,112.5MiB / 7.724GiB
1757306158,proxy_postgres_container,0.02%,49.63MiB / 7.724GiB
1757306165,proxy_nginx_container,0.00%,12.98MiB / 7.724GiB
1757306165,proxy_backend_container,3.91%,112.5MiB / 7.724GiB
1757306165,proxy_postgres_container,0.00%,49.62MiB / 7.724GiB
1757306173,proxy_nginx_container,0.00%,12.98MiB / 7.724GiB
1757306173,proxy_backend_container,2.26%,112.5MiB / 7.724GiB
1757306173,proxy_postgres_container,0.00%,49.69MiB / 7.724GiB
1757306181,proxy_nginx_container,0.00%,12.98MiB / 7.724GiB
1757306181,proxy_backend_container,3.40%,112.6MiB / 7.724GiB
1757306181,proxy_postgres_container,0.00%,49.71MiB / 7.724GiB
1757306187,proxy_nginx_container,0.00%,12.99MiB / 7.724GiB
1757306187,proxy_backend_container,3.36%,112.8MiB / 7.724GiB
1757306187,proxy_postgres_container,4.26%,51.81MiB / 7.724GiB
1757306195,proxy_nginx_container,0.00%,12.99MiB / 7.724GiB
1757306195,proxy_backend_container,1.46%,112.8MiB / 7.724GiB
1757306195,proxy_postgres_container,0.00%,51.78MiB / 7.724GiB
1757306202,proxy_nginx_container,0.00%,12.99MiB / 7.724GiB
1757306202,proxy_backend_container,3.47%,112.8MiB / 7.724GiB
1757306202,proxy_postgres_container,0.00%,51.71MiB / 7.724GiB
1757306209,proxy_nginx_container,0.00%,12.99MiB / 7.724GiB
1757306209,proxy_backend_container,3.63%,112.7MiB / 7.724GiB
1757306209,proxy_postgres_container,0.00%,51.77MiB / 7.724GiB
1757306216,proxy_nginx_container,0.00%,13.03MiB / 7.724GiB
1757306216,proxy_backend_container,3.12%,113.3MiB / 7.724GiB
1757306216,proxy_postgres_container,0.00%,53.74MiB / 7.724GiB
1757306224,proxy_nginx_container,0.00%,13.03MiB / 7.724GiB
1757306224,proxy_backend_container,3.48%,113.2MiB / 7.724GiB
1757306224,proxy_postgres_container,0.01%,53.62MiB / 7.724GiB
1757306232,proxy_nginx_container,0.00%,13.03MiB / 7.724GiB
1757306232,proxy_backend_container,0.92%,112.9MiB / 7.724GiB
1757306232,proxy_postgres_container,0.00%,53.91MiB / 7.724GiB
1757306239,proxy_nginx_container,0.00%,13.03MiB / 7.724GiB
1757306239,proxy_backend_container,0.86%,113MiB / 7.724GiB
1757306239,proxy_postgres_container,0.00%,53.79MiB / 7.724GiB
1757306246,proxy_nginx_container,0.00%,13.16MiB / 7.724GiB
1757306246,proxy_backend_container,2.55%,113.2MiB / 7.724GiB
1757306246,proxy_postgres_container,0.00%,53.78MiB / 7.724GiB
1757306254,proxy_nginx_container,0.00%,13.03MiB / 7.724GiB
1757306254,proxy_backend_container,1.79%,113.2MiB / 7.724GiB
1757306254,proxy_postgres_container,0.02%,53.75MiB / 7.724GiB
1757306262,proxy_nginx_container,0.00%,13.03MiB / 7.724GiB
1757306262,proxy_backend_container,0.34%,113.6MiB / 7.724GiB
1757306262,proxy_postgres_container,0.00%,53.75MiB / 7.724GiB
1757306269,proxy_nginx_container,0.00%,13.03MiB / 7.724GiB
1757306269,proxy_backend_container,0.67%,113.2MiB / 7.724GiB
1757306269,proxy_postgres_container,0.00%,53.97MiB / 7.724GiB
1757306276,proxy_nginx_container,0.00%,13.09MiB / 7.724GiB
1757306276,proxy_backend_container,4.85%,113.5MiB / 7.724GiB
1757306276,proxy_postgres_container,0.00%,55.9MiB / 7.724GiB
1757306284,proxy_nginx_container,0.00%,13.09MiB / 7.724GiB
1757306284,proxy_backend_container,2.18%,113.2MiB / 7.724GiB
1757306284,proxy_postgres_container,0.01%,55.96MiB / 7.724GiB
1757306291,proxy_nginx_container,0.00%,13.09MiB / 7.724GiB
1757306291,proxy_backend_container,1.69%,113.1MiB / 7.724GiB
1757306291,proxy_postgres_container,0.00%,56.21MiB / 7.724GiB
1757306297,proxy_nginx_container,0.00%,13.09MiB / 7.724GiB
1757306297,proxy_backend_container,3.42%,113.4MiB / 7.724GiB
1757306297,proxy_postgres_container,0.01%,56.09MiB / 7.724GiB
1757306305,proxy_nginx_container,0.00%,13.08MiB / 7.724GiB
