timestamp,container,cpu,mem
1757307364,backend_container,2.59%,84.71MiB / 7.653GiB
1757307364,postgres_container,1.17%,42.1MiB / 7.653GiB
1757307371,backend_container,1.20%,84.03MiB / 7.653GiB
1757307371,postgres_container,0.00%,44.09MiB / 7.653GiB
1757307379,backend_container,1.20%,83.77MiB / 7.653GiB
1757307379,postgres_container,0.00%,44.16MiB / 7.653GiB
1757307387,backend_container,1.23%,84.03MiB / 7.653GiB
1757307387,postgres_container,0.00%,44.1MiB / 7.653GiB
1757307394,backend_container,3.10%,84.75MiB / 7.653GiB
1757307394,postgres_container,0.55%,44.4MiB / 7.653GiB
1757307402,backend_container,1.16%,83.78MiB / 7.653GiB
1757307402,postgres_container,0.01%,44.09MiB / 7.653GiB
1757307409,backend_container,1.28%,84.02MiB / 7.653GiB
1757307409,postgres_container,0.00%,44.14MiB / 7.653GiB
1757307417,backend_container,1.12%,84.02MiB / 7.653GiB
1757307417,postgres_container,0.00%,44.27MiB / 7.653GiB
1757307425,backend_container,1.23%,84.33MiB / 7.653GiB
1757307425,postgres_container,1.73%,46.54MiB / 7.653GiB
1757307432,backend_container,1.52%,83.82MiB / 7.653GiB
1757307432,postgres_container,0.01%,46.3MiB / 7.653GiB
1757307440,backend_container,0.91%,84.06MiB / 7.653GiB
1757307440,postgres_container,0.00%,46.48MiB / 7.653GiB
1757307447,backend_container,1.24%,84.06MiB / 7.653GiB
1757307447,postgres_container,0.01%,46.48MiB / 7.653GiB
1757307455,backend_container,2.98%,84.09MiB / 7.653GiB
1757307455,postgres_container,0.01%,46.45MiB / 7.653GiB
1757307463,backend_container,1.27%,84.06MiB / 7.653GiB
1757307463,postgres_container,2.63%,47.26MiB / 7.653GiB
1757307470,backend_container,1.33%,84.06MiB / 7.653GiB
1757307470,postgres_container,0.00%,46.4MiB / 7.653GiB
1757307478,backend_container,1.42%,84.06MiB / 7.653GiB
1757307478,postgres_container,0.00%,46.41MiB / 7.653GiB
1757307485,backend_container,3.03%,84.11MiB / 7.653GiB
1757307485,postgres_container,0.01%,48.57MiB / 7.653GiB
1757307493,backend_container,1.07%,83.86MiB / 7.653GiB
1757307493,postgres_container,3.35%,48.93MiB / 7.653GiB
1757307501,backend_container,1.43%,84.11MiB / 7.653GiB
1757307501,postgres_container,0.00%,48.53MiB / 7.653GiB
1757307508,backend_container,1.23%,84.11MiB / 7.653GiB
1757307508,postgres_container,0.00%,48.57MiB / 7.653GiB
1757307516,backend_container,1.21%,84.11MiB / 7.653GiB
1757307516,postgres_container,0.00%,48.58MiB / 7.653GiB
1757307523,backend_container,0.77%,83.86MiB / 7.653GiB
1757307523,postgres_container,0.00%,48.52MiB / 7.653GiB
1757307531,backend_container,1.15%,84.11MiB / 7.653GiB
1757307531,postgres_container,0.00%,48.52MiB / 7.653GiB
1757307538,backend_container,0.77%,83.86MiB / 7.653GiB
1757307538,postgres_container,0.00%,48.92MiB / 7.653GiB
1757307545,backend_container,1.35%,84.11MiB / 7.653GiB
1757307545,postgres_container,3.94%,50.85MiB / 7.653GiB
1757307553,backend_container,1.36%,83.9MiB / 7.653GiB
1757307553,postgres_container,0.01%,50.74MiB / 7.653GiB
1757307560,backend_container,0.89%,84.15MiB / 7.653GiB
1757307560,postgres_container,0.00%,50.81MiB / 7.653GiB
1757307568,backend_container,1.19%,84.15MiB / 7.653GiB
1757307568,postgres_container,0.00%,50.75MiB / 7.653GiB
1757307575,backend_container,2.52%,84.36MiB / 7.653GiB
1757307575,postgres_container,0.00%,33.43MiB / 7.653GiB
1757307583,backend_container,1.18%,84.11MiB / 7.653GiB
1757307583,postgres_container,0.00%,33MiB / 7.653GiB
1757307590,backend_container,0.93%,83.88MiB / 7.653GiB
1757307590,postgres_container,0.00%,33.01MiB / 7.653GiB
1757307597,backend_container,1.09%,84.12MiB / 7.653GiB
1757307597,postgres_container,0.02%,33.14MiB / 7.653GiB
1757307605,backend_container,1.32%,84.13MiB / 7.653GiB
1757307605,postgres_container,3.96%,35.59MiB / 7.653GiB
1757307612,backend_container,1.15%,84.13MiB / 7.653GiB
1757307612,postgres_container,0.01%,35.22MiB / 7.653GiB
1757307620,backend_container,1.29%,84.13MiB / 7.653GiB
1757307620,postgres_container,0.00%,35.35MiB / 7.653GiB
1757307628,backend_container,0.46%,84.13MiB / 7.653GiB
1757307628,postgres_container,0.00%,35.32MiB / 7.653GiB
1757307635,backend_container,2.33%,83.85MiB / 7.653GiB
1757307635,postgres_container,0.00%,35.36MiB / 7.653GiB
1757307643,backend_container,1.34%,83.84MiB / 7.653GiB
1757307643,postgres_container,0.01%,35.21MiB / 7.653GiB
