timestamp,container,cpu,mem
1757308625,backend_container,9.63%,86.07MiB / 7.653GiB
1757308625,postgres_container,0.01%,89.09MiB / 7.653GiB
1757308632,backend_container,15.95%,85.71MiB / 7.653GiB
1757308632,postgres_container,24.20%,91.42MiB / 7.653GiB
1757308640,backend_container,16.01%,85.76MiB / 7.653GiB
1757308640,postgres_container,24.00%,91.68MiB / 7.653GiB
1757308647,backend_container,13.76%,86.17MiB / 7.653GiB
1757308647,postgres_container,19.46%,127.3MiB / 7.653GiB
1757308654,backend_container,14.99%,86.43MiB / 7.653GiB
1757308654,postgres_container,23.79%,127.2MiB / 7.653GiB
1757308661,backend_container,15.48%,86.98MiB / 7.653GiB
1757308661,postgres_container,22.32%,144.5MiB / 7.653GiB
1757308669,backend_container,16.07%,87.74MiB / 7.653GiB
1757308669,postgres_container,23.32%,138.3MiB / 7.653GiB
1757308677,backend_container,16.59%,87.59MiB / 7.653GiB
1757308677,postgres_container,23.63%,153.8MiB / 7.653GiB
1757308684,backend_container,15.45%,86.86MiB / 7.653GiB
1757308684,postgres_container,24.32%,42.59MiB / 7.653GiB
1757308692,backend_container,15.95%,87.14MiB / 7.653GiB
1757308692,postgres_container,24.43%,60.3MiB / 7.653GiB
1757308699,backend_container,16.08%,87.41MiB / 7.653GiB
1757308699,postgres_container,24.68%,73.54MiB / 7.653GiB
1757308706,backend_container,16.27%,87.22MiB / 7.653GiB
1757308706,postgres_container,21.34%,69.29MiB / 7.653GiB
1757308713,backend_container,16.30%,87.9MiB / 7.653GiB
1757308713,postgres_container,22.28%,98.05MiB / 7.653GiB
1757308721,backend_container,16.44%,87.77MiB / 7.653GiB
1757308721,postgres_container,24.16%,91.8MiB / 7.653GiB
1757308729,backend_container,15.26%,86.98MiB / 7.653GiB
1757308729,postgres_container,23.31%,111.4MiB / 7.653GiB
1757308736,backend_container,16.51%,87.52MiB / 7.653GiB
1757308736,postgres_container,23.94%,124.8MiB / 7.653GiB
1757308744,backend_container,16.73%,87.72MiB / 7.653GiB
1757308744,postgres_container,22.99%,142.5MiB / 7.653GiB
1757308751,backend_container,16.70%,87.26MiB / 7.653GiB
1757308751,postgres_container,22.93%,160.3MiB / 7.653GiB
1757308759,backend_container,16.23%,87.57MiB / 7.653GiB
1757308759,postgres_container,22.91%,171.4MiB / 7.653GiB
1757308766,backend_container,15.19%,87.14MiB / 7.653GiB
1757308766,postgres_container,23.14%,42.55MiB / 7.653GiB
1757308774,backend_container,17.24%,87.69MiB / 7.653GiB
1757308774,postgres_container,23.31%,58.12MiB / 7.653GiB
1757308781,backend_container,15.87%,87.19MiB / 7.653GiB
1757308781,postgres_container,21.45%,76.01MiB / 7.653GiB
1757308789,backend_container,15.72%,87.26MiB / 7.653GiB
1757308789,postgres_container,21.76%,93.8MiB / 7.653GiB
1757308797,backend_container,15.56%,87.72MiB / 7.653GiB
1757308797,postgres_container,24.62%,85.02MiB / 7.653GiB
1757308804,backend_container,15.82%,87.72MiB / 7.653GiB
1757308804,postgres_container,23.72%,102.6MiB / 7.653GiB
1757308812,backend_container,15.45%,87.49MiB / 7.653GiB
1757308812,postgres_container,23.80%,120.5MiB / 7.653GiB
1757308819,backend_container,15.74%,87.37MiB / 7.653GiB
1757308819,postgres_container,21.97%,136.4MiB / 7.653GiB
1757308827,backend_container,15.80%,88.07MiB / 7.653GiB
1757308827,postgres_container,24.34%,129.3MiB / 7.653GiB
1757308834,backend_container,15.80%,87.48MiB / 7.653GiB
1757308834,postgres_container,24.19%,147MiB / 7.653GiB
1757308842,backend_container,15.64%,87.5MiB / 7.653GiB
1757308842,postgres_container,26.38%,156.1MiB / 7.653GiB
1757308850,backend_container,15.64%,87.39MiB / 7.653GiB
1757308850,postgres_container,24.71%,46.94MiB / 7.653GiB
1757308857,backend_container,16.63%,87.41MiB / 7.653GiB
1757308857,postgres_container,22.31%,71.39MiB / 7.653GiB
1757308865,backend_container,15.91%,87.71MiB / 7.653GiB
1757308865,postgres_container,19.21%,84.87MiB / 7.653GiB
1757308872,backend_container,15.96%,87.94MiB / 7.653GiB
1757308872,postgres_container,23.51%,77.92MiB / 7.653GiB
1757308880,backend_container,16.38%,86.96MiB / 7.653GiB
1757308880,postgres_container,20.24%,89.86MiB / 7.653GiB
1757308887,backend_container,16.34%,87.52MiB / 7.653GiB
1757308887,postgres_container,23.77%,107.3MiB / 7.653GiB
1757308895,backend_container,16.05%,87.81MiB / 7.653GiB
1757308895,postgres_container,22.50%,127.5MiB / 7.653GiB
1757308902,backend_container,15.99%,87.79MiB / 7.653GiB
1757308902,postgres_container,23.11%,120.3MiB / 7.653GiB
1757308910,backend_container,16.61%,87.27MiB / 7.653GiB
1757308910,postgres_container,26.32%,138MiB / 7.653GiB
1757308918,backend_container,15.90%,87.82MiB / 7.653GiB
1757308918,postgres_container,24.13%,153.6MiB / 7.653GiB
1757308925,backend_container,16.39%,87.59MiB / 7.653GiB
1757308925,postgres_container,2.79%,171.5MiB / 7.653GiB
